Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year,Working capital,Current ratio,Quick ratio,Accounts receivable turnover,Average days to collect receivables,Inventory turnover,Average days to collect inventory,Debt to assets,Debt to equity,Number of times interest is earned,Net margin (or return on sales),Asset turnover ratio,Return on investment,Return on equity,Earnings per share,Book value per share,Price-Earnings (P/E) ratio,Dividend yield
ATNI,2019,0.332,9.5526,84.979,31.687,24708,"500 Cummings Center, Suite 2450",1915,Beverly,0,0,0,1,0,0,0,4812,ATN INTERNATIONAL INC,879585,USA,228.723,1130.726,161.287,5.253,1.487,119.669,324.643,674.344,0,12.724,38.317,676.122,329.856,0,16.465,19.741,-0.68,-10.806,-10.806,438.722,5.01,16.002,153.996,55.39,25.59,1107.3,23.74,6.31,695.39,326.98,16,109.054,1.911296994,1.574066801,17.78722887,20.5203409,57.05370579,6.397481022,0.287110228,0.480154469,3.940319361,-0.024630632,0.392061576,-0.009656724,-0.015757791,-0.675290589,42.25234346,-82.02394781,0.297255822
JACK,2020,15.041,13.4825,87.477,38.7285,13092,9357 Spectrum Center Boulevard,92123,San Diego,0,0,0,0,0,1,0,5812,JACK IN THE BOX INC,807882,USA,335.581,1906.494,199.662,1.808,37.258,340.354,2699.855,1240.53,0,5.541,78.417,-793.361,667.037,0,27.717,213.891,3.88,89.764,89.764,1021.506,67.273,22.723,2332.825,79.31,72.88,958.48,42.27,1.78,-737.58,605.26,24.4,-4.773,0.985976366,0.910217009,17.74217977,20.57244402,371.8154961,0.981669682,1.416136112,-3.403059893,3.179447921,0.087874178,0.713099665,0.062663047,-0.117266439,3.950358667,-34.91444792,20.07665801,0.349476737
RAD,2020,3.443,12.5756,87.477,34.5639,9155,30 Hunter Lane,17011,Camp Hill,0,0,0,0,0,1,0,5912,RITE AID CORP,84129,USA,3595.174,9335.404,160.902,1864.89,0,2602.946,8720.25,4144.576,0,14.722,1462.441,615.154,18990.855,0,0,83.835,-1.69,-90.909,-90.909,24043.24,201.388,55.143,6432.252,19.58,1447.72,9452.37,1273.94,1921.6,674.53,16873.36,54.72,992.228,1.381194231,0.618000143,17.66807022,20.65873609,10.03084915,36.38774689,0.934105262,14.1757186,0.416285975,-0.003781063,2.559455953,-0.009677464,-0.14097872,-1.648604537,11.15561359,-11.87671122,0
SIRI,2019,0,9.341,84.287,31.2745,30662,"1221 Avenue of the Americas, 35th Floor",10020,New York,0,0,0,1,0,0,0,4832,SIRIUS XM HOLDINGS INC,908937,USA,1003,11149,106,11,0,3293,11885,2092,0,14,670,-736,3427,0,226,1756,0.2,914,914,7794,407,4412,8346,7.15,656,8172.74,226.37,22.2,-1816.92,2239.46,4345.61,-2290,0.304585484,0.231399939,17.66605846,20.66108866,206.4457831,1.768018675,1.066014889,-16.14809783,4.314496314,0.117269695,0.80675964,0.094608457,-0.716042806,0.207162285,-0.16681777,34.51400438,31.60839161
BCC,2020,17.638,14.3894,87.477,39.8954,16486,"1111 West Jefferson Street, Suite 300",83702-5389,Boise,0,0,0,0,1,0,0,5031,BOISE CASCADE CO,1328581,USA,1308.855,1965.718,405.382,503.48,0,524.002,1114.919,565.187,0,1.111,391.133,850.799,4536.051,0,79.343,351.703,4.45,174.979,174.979,5474.838,28.649,39.201,542.883,47.8,390.02,1693.35,231.06,497.6,701.33,3965.78,38.99,784.853,2.497805352,1.517940771,17.63005732,20.70327926,9.0623147,40.2766856,0.567181559,1.3104376,12.27627491,0.03196058,2.992476773,0.095641294,0.225469661,4.463636132,21.70350246,10.70875819,1.659895397
BG,2019,37.058,22.2793,87.477,48.989,144435,1391 Timberlake Manor Parkway,63017,Saint Louis,0,0,1,0,0,0,0,2040,BUNGE LTD,1144519,BMU,10248,18317,320,5038,678,6595,11890,4928,690,0,2323,5913,40044,34,317,-723,-9.34,-1280,-1322,41140,340,141.813,4978,57.55,2323,19425,2367,5871,6173,42836,141.11,3653,1.553904473,0.503563306,17.54371002,20.80517744,7.341461179,49.71762311,0.649123765,2.010823609,-2.126470588,-0.031113272,2.180064649,-0.067828944,-0.211815324,-9.025970821,36.83019187,-6.37604543,5.508253692
TPR,2019,28.753,43.7122,82.21,51.5944,140541,10 Hudson Yards,10001,New York,0,0,1,0,0,0,0,3100,TAPESTRY INC,1116132,USA,2556.8,6877.3,969.2,778.3,264.6,918,3363.9,938.8,0,4.4,353.9,3513.4,1677.4,0,391,908.5,2.22,643.4,643.4,6027.1,66.9,286.8,1602.7,31.73,349.5,6678.3,338.4,673.8,3244.6,1649.4,288,1638.8,2.785185185,1.724727669,17.52318651,20.82954489,2.310309207,157.9875104,0.489130909,0.957448625,13.5799701,0.106751174,0.889241347,0.094927558,0.190411364,2.243375174,12.25034868,14.14386696,12.32272298
AGEN,2019,0,12.5756,83.594,32.1195,129466,3 Forbes Road,02421-7305,Lexington,0,0,1,0,0,0,0,2834,AGENUS INC,1098972,USA,86.536,155.335,61.808,0,0,122.209,359.755,33.69,26.917,0,16.293,-198.439,207.718,0.208,0.208,-64.332,-0.8,-107.657,-107.865,150.048,41.451,137.818,23.541,4.07,16.29,136.4,0.94,0.06,-132.59,155.65,120,-35.673,0.708098422,0.639077318,17.41706326,20.9564606,6923.933333,0.052715701,2.315994464,-1.812924879,-1.552001158,-0.717483739,1.028659571,-0.738046515,0.650438481,-0.781153405,-1.635171023,-5.210244201,0.051105651
PFGC,2019,0.332,12.5756,84.979,32.6929,28787,12500 West Creek Parkway,23238,Richmond,0,0,0,0,1,0,0,5140,PERFORMANCE FOOD GROUP CO,1618673,USA,2670.6,4653.5,14.7,1356.9,0,1699.3,3355.3,950.5,0,22,1227.3,1298.2,16997,0,0,295.1,1.61,166.8,166.8,19548.8,65.4,103.8,1350.1,40.03,1205.3,4000.9,1046.3,1051.9,1135.3,15297.3,103.2,971.3,1.571588301,0.717942682,17.36436312,21.02006261,14.11242112,25.86374066,0.721027184,2.584578647,4.512232416,0.008532493,4.517655759,0.038546866,0.137086501,1.606936416,12.50674374,24.9107554,0
TPR,2020,28.753,43.7122,82.21,51.5944,140541,10 Hudson Yards,10001,New York,0,0,1,0,0,0,0,3100,TAPESTRY INC,1116132,USA,2553.1,7924.2,1426.3,736.9,8.1,1742.1,5647.8,2532.2,0,15.9,239.3,2276.4,1355.8,0,283.5,188.9,-2.34,-652.1,-652.1,4961.4,71.5,276.2,4493.3,13.28,223.4,6877.3,349.5,778.3,3513.4,1677.4,286.8,811,1.465530107,0.951610126,17.32030023,21.07353771,1.789598733,203.9563357,0.712728099,2.481022667,2.641958042,-0.131434676,0.670391514,-0.088112691,-0.225258213,-2.360970311,8.241853729,-5.624806011,21.34789157
ROL,2019,0.332,10.006,83.715,31.4154,9225,"2170 Piedmont Road, NE",30324,Atlanta,0,0,0,0,0,0,1,7340,ROLLINS INC,84839,USA,309.787,1744.376,94.276,19.476,0,410.035,928.626,396.26,0,18.374,145.033,815.75,993.593,0,153.836,320.098,0.62,203.347,203.347,2015.477,6.917,327.431,493.268,33.16,126.66,1094.12,107.34,15.79,711.91,894.44,327.31,-100.248,0.755513554,0.538819857,17.22629915,21.18853254,56.3484943,6.477546641,0.532354263,1.138370824,46.2769987,0.100892742,1.420102054,0.143277989,0.266220232,0.621037715,2.491364593,53.3945028,4.63920386
FRPT,2020,14.376,12.3337,84.407,37.0989,21798,"400 Plaza Drive, 1st Floor",7094,Secaucus,0,0,1,0,0,0,0,2040,FRESHPET INC,1611647,USA,109.096,434.388,67.247,19.119,0,33.121,40.219,288.939,0,0,18.438,394.169,172.783,0,0,1.856,-0.08,-3.188,-3.188,318.79,0.612,40.718,8.396,141.99,18.44,236.13,18.58,12.54,131.27,125.3,36.15,75.975,3.2938619,2.587029377,17.22258239,21.19310518,10.91525317,33.43944427,0.092587733,0.102034914,3.032679739,-0.010000314,0.950876785,-0.009509066,-0.012134615,-0.078294612,9.68046073,-1813.534762,0
USFD,2019,32.196,16.052,72.456,40.2776,18312,"9399 West Higgins Road, Suite 100",60018,Rosemont,0,0,0,0,1,0,0,5140,US FOODS HOLDING CORP,1665918,USA,3262,11288,90,1432,0,2362,7579,2220,0,34,1633,3709,21352,0,0,751,1.77,385,385,25939,184,220,4907,41.89,1599,9186,1421,1279,3229,19869,217,900,1.381033023,0.715071973,17.1781457,21.24792783,15.75212099,23.17148277,0.671420978,2.043407927,4.081521739,0.014842515,2.533847807,0.037608674,0.110982992,1.75,16.85909091,23.93714286,0
MNKD,2020,0,13.2104,84.979,32.7935,160340,"30930 Russell Ranch Road, Suite 300",91362,Westlake Village,0,0,1,0,0,0,0,2836,MANNKIND CORP,899460,USA,79.476,108.608,67.005,4.973,0.158,73.705,289.027,25.867,0,0,4.218,-180.419,88.129,0,0,-24.785,-0.26,-57.24,-57.24,65.144,9.471,242.117,123.437,3.13,4.22,93.73,3.51,4.16,-190.53,105.2,211.79,5.771,1.078298623,0.968468896,16.85485123,21.65548631,19.29902551,18.91287204,2.661194387,-1.60197651,-2.61693591,-0.878668795,0.643912661,-0.565785962,0.308613853,-0.236414626,-0.745172788,-13.23945161,0
RVNC,2020,1.571,21.0399,84.979,35.9219,19471,"1222 Demonbreun Street, Suite 2000",37203,Nashville,0,0,1,0,0,0,0,2836,REVANCE THERAPEUTICS INC,1479290,USA,450.003,720.22,333.558,5.876,102.947,60.964,345.93,47.131,0,0,1.829,374.29,263.153,0,0,-258.078,-4.86,-282.089,-282.089,15.325,15.148,69.179,212.109,28.34,1.83,340.29,0,0,225.49,161.96,52.38,389.039,7.381454629,7.190046585,16.74863388,21.79282219,89.56875425,4.075081797,0.480311571,0.924229875,-17.03710061,-18.40711256,0.028901189,-0.53198744,-0.940641569,-4.077668078,5.410456931,-6.950050729,0
MNKD,2019,0,13.2104,83.594,32.3308,160340,"30930 Russell Ranch Road, Suite 300",91362,Westlake Village,0,0,1,0,0,0,0,2836,MANNKIND CORP,899460,USA,60.757,93.725,29.906,4.155,20.294,65.618,284.251,26.778,0,0,3.513,-190.526,105.198,0,0,-43.76,-0.27,-51.903,-51.903,63.038,10.906,211.788,.,1.29,3.51,107.71,4.02,3.6,-175.08,104.13,187.03,-4.861,0.925919717,0.818571124,16.74316069,21.79994606,27.1303675,13.453559,3.032819419,-1.491927611,-4.0124702,-0.823360513,0.625889245,-0.515332489,0.283928601,-0.245070542,-0.899607154,-5.263790532,0
ROL,2020,0.332,10.006,83.715,31.4154,9225,"2170 Piedmont Road, NE",30324,Atlanta,0,0,0,0,0,0,1,7340,ROLLINS INC,84839,USA,314.777,1845.9,98.477,30.843,0,472.511,904.54,390.394,0,18.151,150.053,941.36,1048.592,0,160.487,368.092,0.53,260.824,260.824,2161.22,5.082,491.612,417.145,39.07,131.9,1744.38,126.66,19.48,815.75,993.59,327.43,-157.734,0.6661792,0.487563252,16.71735767,21.83359399,41.67446297,8.758361212,0.490026545,0.960886377,72.43053916,0.120683688,1.203928384,0.145294517,0.296878397,0.530548481,1.914843413,73.64077247,4.107678526
MODG,2019,16.46,9.0387,84.979,36.8876,24978,2180 Rutherford Road,92008,Carlsbad,0,0,1,0,0,0,0,3949,TOPGOLF CALLAWAY BRANDS CORP,837465,USA,789.35,1960.548,106.666,456.639,0,523.246,1193.195,294.121,0,13.244,150.374,767.353,891.524,0,3.776,157.707,0.84,79.408,79.408,1701.063,39.3,94.198,615.837,21.2,137.13,1052.94,66.48,338.06,724.57,644.52,94.51,266.104,1.50856385,0.465929983,16.70903197,21.84447313,2.243677166,162.6793754,0.608602799,1.554949287,4.012900763,0.046681399,1.128966168,0.05270172,0.106450534,0.842990297,8.146170832,25.14856941,0.178113208
WEN,2020,15.947,14.5103,84.979,38.5374,3708,One Dave Thomas Boulevard,43017,Dublin,0,0,0,0,0,1,0,5812,WENDY'S CO,30697,USA,687.623,5040.006,306.989,4.732,33.973,413.308,4490.41,1943.522,0,8.735,109.891,549.596,614.907,0,64.866,276.941,0.53,117.832,117.832,1733.825,117.737,224.268,3675.977,21.92,101.16,4994.53,107.44,3.89,516.36,597.53,224.89,274.315,1.663706001,1.069705885,16.62344199,21.95694491,142.6367432,2.558947938,0.890953304,8.170383336,2.352200243,0.067960723,0.345571534,0.023485291,0.221082296,0.525407102,2.450621578,41.72002987,2.959215328
USFD,2020,32.196,16.052,72.456,40.2776,18312,"9399 West Higgins Road, Suite 100",60018,Rosemont,0,0,0,0,1,0,0,5140,US FOODS HOLDING CORP,1665918,USA,3465,12423,828,1273,0,1982,8374,2305,519,72,1235,4049,19116,28,28,104,-1.15,-226,-254,22885,235,221,6055,33.31,1163,11288,1599,1432,3709,21352,220,1483,1.748234107,1.004540868,16.57132513,22.02599956,14.13382625,25.82457104,0.674072285,2.068164979,0.442553191,-0.009875464,1.930327696,-0.019062882,-0.058262439,-1.022624434,15.97285068,-32.5730531,0.840588412
IRTC,2020,0,16.6264,84.979,33.9302,28367,"699 8th Street, Suite 600",94103,San Francisco,0,0,1,0,0,0,0,3845,IRHYTHM TECHNOLOGIES INC,1388658,USA,377.825,511.739,88.628,5.313,246.589,65.665,170.127,118.961,0,12.711,29.932,341.612,63.377,0,0,-43.673,-1.58,-43.83,-43.83,265.166,1.519,29.019,122.47,237.21,17.22,306.21,14.82,4.04,135.41,49.04,26.68,312.16,5.753826239,5.367212366,16.55218477,22.05146965,13.55222923,26.93283841,0.332448768,0.498012365,-28.75115207,-0.165292685,0.648368052,-0.107170496,-0.183765109,-1.510389745,11.77201144,-157.0521786,0
LNG,2020,11.779,47.6421,87.477,49.0092,29453,"700 Milam Street, Suite 1900",77002,Houston,1,0,0,0,0,0,0,1311,CHENIERE ENERGY INC,3570,USA,3169,35697,1628,292,449,2196,33479,31180,0,0,647,-191,5412,0,0,2706,-0.34,-85,-85,9358,1773,252.3,31660,60.03,647,35492,491,312,-14,6233,253.6,973,1.443078324,1.240437158,16.44639719,22.19331054,17.9205298,20.3677014,0.937865927,-175.2827225,1.526226734,-0.009083137,0.262905786,-0.002388009,0.829268293,-0.336900515,-0.757035275,-178.1831647,0
PPC,2019,29.84,31.8924,83.022,48.2949,12785,1770 Promontory Circle,80634-9038,Greeley,0,0,1,0,0,0,0,2015,PILGRIM'S PRIDE CORP,802481,USA,2598.236,7102.364,260.568,1383.535,20.009,1648.155,4566.304,2893.574,0,7.467,802.429,2525.663,10051.595,0,0,690.484,1.83,455.924,455.924,11409.219,132.63,249.572,2604.042,32.715,794.96,5931.2,593.3,1159.52,2009.8,9805.41,248.97,950.081,1.576451244,0.652571512,16.43671791,22.20637977,7.905133786,46.1725266,0.642927341,1.807962503,5.206092136,0.039961017,1.750744309,0.069961524,0.201048493,1.826823522,10.1199774,17.90813377,0
PRTY,2019,14.376,15.4172,81.216,37.0586,187084,80 Grasslands Road,10523,Elmsford,0,0,1,0,0,0,0,2670,PARTY CITY HOLDCO INC,1592058,USA,894.13,3595.319,34.917,658.419,0.259,694.927,3062.247,1046.206,0,4.786,149.109,529.745,1402.929,0,0,160.643,-5.71,-532.495,-532.495,2348.789,114.899,94.462,2451.717,2.34,144.32,3642.35,144.05,756.04,1043.33,1370,93.62,199.203,1.28665313,0.258299073,16.29010646,22.40623785,1.983696947,183.9998799,0.851731654,5.780605763,1.398123569,-0.226710445,0.649045708,-0.147145441,-0.677011586,-5.637134509,5.608022274,-0.415104517,0
CF,2020,53.941,49.1838,93.739,65.6574,163946,"4 Parkway North, Suite 400",60015,Deerfield,0,0,1,0,0,0,0,2870,CF INDUSTRIES HOLDINGS INC,1324404,USA,1367,12023,683,287,0,906,6420,7891,0,0,265,2922,2413,0,258,612,1.48,317,317,4124,189,213.955,4223,38.71,265,12172,242,351,2897,2553,216.02,461,1.508830022,1.046357616,16.26824458,22.43634821,7.564263323,48.25321177,0.533976545,2.197125257,3.238095238,0.076867119,0.34089688,0.026203761,0.108953428,1.481619967,13.65707742,26.12680773,6.664944459
HYFM,2020,28.994,21.1608,88.11,46.1422,345920,1510 Main Street,19526,Shoemakersville,0,0,1,0,0,0,0,3524,HYDROFARM HLDNG GP INC,1695295,USA,199.917,275.795,75.178,88.618,1.777,48.7,64.877,22.277,0,0.918,24.777,210.918,271.793,0,0,5.141,-0.23,-7.273,-7.273,342.205,10.141,33.5,20.057,52.58,23.86,185.65,18.27,50.23,31.18,201.03,20.69,151.217,4.105071869,2.070102669,16.24519345,22.46818428,3.914971768,93.23183452,0.235236317,0.307593472,0.506951977,-0.021253342,1.483188679,-0.031522717,-0.060083107,-0.217104478,6.296059701,-242.187543,0
VTNR,2019,0.332,7.2249,80.464,29.4035,183704,"1331 Gemini Street, Suite 250",77058,Houston,0,0,0,0,1,0,0,5172,VERTEX ENERGY INC,890447,USA,27.407,120.76,4.1,6.547,0.1,24.797,69.511,81.2,23.75,0.402,12.207,46.075,134.944,4.118,4.118,-2.774,-0.28,-7.328,-11.446,163.365,3.07,43.396,50.864,1.54,11.81,84.16,8.33,8.09,49.55,151.32,40.18,2.61,1.105254668,0.645440981,16.22293942,22.49900529,18.43875111,19.79526693,0.575612786,1.508648942,-0.903583062,-0.044856609,1.594427093,-0.071520593,-0.153265359,-0.16886349,0.514448336,-9.119792576,2.674025974
LPX,2020,16.46,16.838,93.739,42.4102,6821,"414 Union Street, Suite 2000",37219,Nashville,0,0,1,0,0,0,0,2400,LOUISIANA-PACIFIC CORP,60519,USA,993,2086,535,259,0,286,842,1009,0,2,184,1234,1818,0,65,651,4.48,499,499,2788,19,106.24,388,37.17,182,1835,163,265,991,1887,111.95,707,3.472027972,2.506993007,16.16231884,22.58339311,6.938931298,52.60176018,0.403643337,0.682333874,34.26315789,0.178981349,1.422086202,0.254526906,0.448539326,4.696912651,11.61521084,7.913709018,1.748722088
WEN,2019,15.947,14.5103,84.979,38.5374,3708,One Dave Thomas Boulevard,43017,Dublin,0,0,0,0,0,1,0,5812,WENDY'S CO,30697,USA,554.047,4994.529,300.195,3.891,34.539,349.698,4478.17,2034.343,0,10.019,117.461,516.359,597.53,0,96.364,265.297,0.6,136.94,136.94,1709.002,115.971,224.889,3713.675,22.21,107.44,4292.04,104.87,3.69,648.45,548.59,231.23,204.349,1.584358504,1.264451041,16.09911921,22.67204778,157.6388339,2.315419309,0.896615076,8.672590194,2.287615007,0.080128636,0.36805886,0.029492055,0.235128678,0.608922624,2.296061613,36.47425654,4.338766321
HDSN,2019,1.42,10.0363,83.022,31.5562,30899,"300 Tice Boulevard, Suite 290",7677,Woodcliff Lake,0,0,0,0,1,0,0,5070,HUDSON TECHNOLOGIES INC,925528,USA,74.424,180.153,2.6,59.238,0,46.126,135.042,31.722,0,0.71,8.061,45.111,140.708,0,0,-15.784,-0.61,-25.94,-25.94,162.059,18.911,42.629,93.096,0.9775,7.35,228.34,12.89,101.96,69.21,148.43,42.6,28.298,1.613493474,0.21573516,16.01373518,22.79293344,1.745778484,209.0757811,0.749596177,2.993549245,-0.834646502,-0.160065161,0.793448113,-0.1270034,-0.453809886,-0.608505947,1.058223275,-1.606393504,0
CAL,2019,22.32,15.4172,87.477,41.7966,2436,8300 Maryland Avenue,63105,Saint Louis,0,0,0,0,0,1,0,5661,CALERES INC,14707,USA,882.299,2431.707,45.218,618.406,8.004,850.95,1782.577,920.44,0,0,168.37,645.95,1662.859,0,11.422,127.381,1.53,62.819,60.831,2921.562,28.295,40.397,1230.292,17.55,168.37,1838.57,196.6,683.17,634.05,1603.43,41.89,31.349,1.036840002,0.260405429,16.00987478,22.7984294,2.555146991,142.8489247,0.733055833,2.759620714,4.501890793,0.021501854,1.36832435,0.029421511,0.098154688,1.555041216,15.99004877,11.2858745,0.650826211
HRL,2019,26.065,46.4933,87.477,53.385,5709,1 Hormel Place,55912-3680,Austin,0,0,1,0,0,0,0,2011,HORMEL FOODS CORP,48465,USA,2361.413,8109.004,672.901,1042.362,14.736,1105.049,2183.469,1629.111,0,4.063,594.32,5921.458,7447.901,0,449.547,1140.595,1.83,978.806,978.806,9497.317,18.07,534.489,250,40.89,590.26,8142.29,600.38,963.53,5600.81,7388.41,534.14,1256.364,2.13693058,1.156413878,15.95329739,22.87928264,7.426023933,49.151471,0.269264758,0.368738409,63.12091865,0.103061317,1.168807481,0.120458839,0.169898149,1.831293067,11.07872753,22.32848512,10.99405723
LPX,2019,16.46,16.838,93.739,42.4102,6821,"414 Union Street, Suite 2000",37219,Nashville,0,0,1,0,0,0,0,2400,LOUISIANA-PACIFIC CORP,60519,USA,619,1835,181,265,0,244,834,1072,0,1,164,991,1887,0,65,73,-0.04,-5,-5,2310,20,111.945,392,29.67,163,2514.1,126.8,273,1700.2,1967.2,136.83,375,2.536885246,1.409836066,15.94202899,22.89545455,7.014869888,52.03232644,0.454495913,0.841574168,3.65,-0.002164502,1.062288749,-0.002299326,-0.003715815,-0.044664791,8.852561526,-664.28163,2.190765083
FRPT,2019,2.416,11.5478,84.407,32.8538,21798,"400 Plaza Drive, 1st Floor",7094,Secaucus,0,0,1,0,0,0,0,2040,FRESHPET INC,1611647,USA,54.324,236.126,9.472,12.542,0,41.986,104.861,174.442,0,0,18.581,131.265,125.295,0,0,-0.253,-0.04,-1.383,-1.383,245.862,0.991,36.148,64.06,59.09,18.58,139.97,12.33,9.32,121.47,97.16,35.54,12.338,1.293859858,0.668151289,15.90824976,22.94407025,11.46235477,31.84336965,0.444089173,0.798849655,-0.255297679,-0.005625107,1.307442781,-0.007354505,-0.01094427,-0.038259378,3.631321235,-1544.457932,0
DBI,2020,15.282,14.3894,82.601,37.4811,24171,810 DSW Drive,43219,Columbus,0,0,0,0,0,1,0,5661,DESIGNER BRANDS INC,1319947,USA,780.585,1976.595,59.581,473.183,0,752.683,1733.578,996.95,0,1.194,196.049,243.017,1831.776,0,7.16,-434.184,-6.77,-488.719,-488.719,2234.719,24.032,72.399,1257.34,12.25,194.86,2465.07,87.93,632.59,720.91,2406.37,71.77,27.902,1.037070055,0.338038723,15.80479508,23.09425704,3.313113994,110.1682588,0.877052709,7.133566788,-18.06691079,-0.218693715,1.006252835,-0.220061171,-1.014016622,-6.750355668,3.35663476,-1.814719194,0.584489796
NETI,2020,9.635,17.896,62.041,29.8964,315887,"Le Millenium, 9, Boulevard Charles III",98000,Monaco,0,0,0,1,0,0,0,4412,ENETI INC,1587264,MHL,121.603,868.195,84.002,10.614,0,87.016,595.597,12.35,0,0,14.877,272.598,123.922,0,3.234,-34.23,-70.85,-671.983,-671.983,163.732,33.73,11.31,566.834,16.93,14.88,1665.56,5.95,6.37,874.97,122.55,72.48,34.587,1.397478625,1.136331249,15.72078733,23.21766667,14.59279322,25.01234648,0.686017542,2.184891305,-1.014823599,-4.104164122,0.129240594,-0.530424607,-1.171142799,-59.41494253,24.10238727,-0.284945155,0.191021855
CVGW,2019,35.246,15.9915,83.022,44.8043,147708,1141-A Cummings Road,93060,Santa Paula,0,0,0,0,1,0,0,5140,CALAVO GROWERS INC,1133470,USA,127.515,390.36,7.973,36.889,0,90.629,104.491,132.098,0,1.412,71.588,284.181,1054.062,0,19.354,68.969,2.09,36.646,36.646,1195.777,0.948,17.595,6.174,86.73,70.18,367.74,82.19,35.04,263.21,962.1,17.57,36.886,1.406999967,0.862295733,15.69570125,23.25477493,29.30840134,12.45376695,0.267678553,0.367691718,72.7521097,0.030646182,3.15466825,0.096678538,0.133893323,2.082750781,16.15123615,41.64204415,0.223152312
ADM,2019,39.082,38.1802,93.739,57.0466,1722,"77 West Wacker Drive, Suite 4600",60601,Chicago,0,0,1,0,0,0,0,2070,ARCHER-DANIELS-MIDLAND CO,7084,USA,21347,43997,852,9170,4458,13734,24714,11077,0,110,4665,19208,59517,0,789,1671,2.45,1379,1379,64656,463,557,8675,46.35,4555,40833,3760,8813,18981,59219,559,7613,1.554317752,0.718290374,15.55165364,23.47017292,6.619251515,55.14218627,0.561720117,1.286651395,3.609071274,0.02132826,1.52436638,0.032512083,0.072219749,2.475763016,34.48473968,18.72150109,17.02265372
PG,2020,61.401,25.8162,93.739,60.3662,8762,One Procter & Gamble Plaza,45202,Cincinnati,0,0,1,0,0,0,0,2840,PROCTER & GAMBLE CO,80424,USA,27987,120700,16181,5498,0,32976,73822,21542,-183,0,4178,46521,31623,263,7814,16475,5.13,13027,12764,70950,465,2479.746,26936,119.57,4178,115095,4951,5017,47194,31423,2504.75,-4989,0.848708151,0.617388404,15.54387118,23.48192389,6.014835949,60.68328432,0.611615576,1.586853249,35.43010753,0.183608175,0.601793931,0.110494285,0.278013125,5.253360626,18.83418705,22.76066855,65.35084051
SYY,2020,46.632,24.9698,91.24,54.3306,10247,1390 Enclave Parkway,77077-2099,Houston,0,0,0,0,1,0,0,5140,SYSCO CORP,96021,USA,12348.232,22628.266,6059.427,3095.085,18.233,6717.853,21435.388,5062.183,0,334.81,3001.557,1158.613,42191.146,0,884.124,1647.202,0.42,215.475,215.475,52893.31,408.22,508.259,15075.276,54.66,2666.75,17966.52,4173.25,3216.03,2502.6,47995.34,512.88,5630.379,1.838121793,1.301666916,15.46588012,23.60033811,13.37042535,27.29905671,0.94728372,18.5009041,4.035084023,0.004073767,2.605916435,0.010615895,0.117706891,0.423947239,2.279572029,128.9311379,16.17497256
CHE,2020,0,8.1318,84.979,31.1035,2960,"255 East Fifth Street, Suite 2600",45202-4726,Cincinnati,0,0,0,0,0,0,1,8082,CHEMED CORP,19584,USA,329.403,1434.911,162.675,7.095,0,299.108,533.711,311.268,0,1.022,126.853,901.2,1378.197,0,21.079,314.585,20.02,319.466,319.466,2079.583,2.355,15.907,135.41,532.61,125.83,1268.32,143.47,7.46,726.61,1321.13,15.94,30.295,1.101284486,0.964554609,15.44435945,23.63322358,189.3778083,1.927364158,0.37194711,0.592222592,133.581741,0.153620221,1.538590672,0.236358639,0.392510182,20.08335953,56.65430314,26.51996541,0.039576801
METC,2019,0.332,16.0822,73.63,30.0674,29670,"250 West Main Street, Suite 1800",40507,Lexington,1,0,0,0,0,0,0,1220,RAMACO RESOURCES INC,1687187,USA,44.323,226.813,5.532,15.261,1.333,26.411,56.73,178.202,0,0,19.256,170.083,162.47,0,0,29.532,0.61,24.934,24.934,230.213,1.193,40.934,13.16,3.58,19.26,188.24,10.73,14.19,141.11,176.56,40.08,17.912,1.678202264,0.989019727,15.35265088,23.77439589,11.03324166,33.08184588,0.250117939,0.333543035,24.75440067,0.108308393,1.109318569,0.120148511,0.16024782,0.609126887,4.155054478,5.877264779,0
